LIF SNN Neuron Firing Log — Foci
Parameters: tau_leaky=58us, v_thresh=0.8V
LIF Resolution: 15° per neuron
Date: 2026-03-30 03:00:17
======================================================================
  True Angle  Servo Pos  Fire Time (s)   Neuron Angle
           0         45       1.707383          180.0
           0         45       1.828609          180.0
           0         45       1.835051          180.0
           0         45       1.836254          195.0
           0         45       1.840176          180.0
           0         45       1.841594          195.0
           0         45       1.848321          180.0
           0         45       1.850327          165.0
           0         45       1.851637          180.0
           0         45       1.855234          180.0
           0         45       1.856329          210.0
           0         45       1.859239          165.0
           0         45       1.859239          180.0
           0         45       1.862488          180.0
           0         45       1.864323          165.0
           0         45       1.868825          180.0
           0         45       1.869913          195.0
           0         45       1.884053           60.0
           0         45       1.963602          180.0
           0         45       2.054575          180.0
           0         45       2.057008          180.0
           0         45       2.059645          180.0
           0         45       2.060809          195.0
           0         45       2.061922          180.0
           0         45       2.063053          195.0
           0         45       2.070092          150.0
           0         45       2.072168          180.0
           0         45       2.073383          195.0
           0         45       2.074895          180.0
           0         45       2.079844          180.0
           0         45       2.080920          195.0
           0         45       2.082460          165.0
           0         45       2.083623           60.0
           0         45       2.087547          180.0
           0         45       2.089196          165.0
           0         45       2.095250          180.0
           0         45       2.097520          180.0
           0         45       2.102902          180.0
           0         45       2.110523          180.0
           0         45       2.112737          165.0
           0         45       2.120340          180.0
           0         45       2.121879          195.0
           0         45       2.126083          180.0
           0         45       2.127866          165.0
           0         45       2.140557          165.0
           0         45       2.142164          180.0
           0         45       2.148070          180.0
           0         45       2.151272          165.0
           0         45       2.155547          195.0
           0         45       2.169436          150.0
           0         45       2.185448          105.0
           0         45       2.190141          345.0
           0         45       2.196430          180.0
           0         45       2.197751            0.0
           0         45       2.203164          180.0
           0         45       2.304661          180.0
           0         45       2.304661          195.0
           0         45       2.306603          150.0
           0         45       2.307890           90.0
           0         45       2.307890          180.0
           0         45       2.310323          135.0
           0         45       2.311477          180.0
           0         45       2.314929          135.0
           0         45       2.318223          180.0
           0         45       2.321766          180.0
           0         45       2.327106          165.0
           0         45       2.328208          180.0
           0         45       2.329510          165.0
           0         45       2.330625          180.0
           0         45       2.350165          180.0
           0         45       2.351207          165.0
           0         45       2.362676            0.0
           0         45       2.362676          345.0
           0         45       2.363912          210.0
           0         45       2.363912          240.0
           0         45       2.365082          180.0
           0         45       2.419125          180.0
           0         45       2.438723          180.0
           0         45       2.440139          195.0
           0         45       2.442981          180.0
           0         45       2.444417          195.0
           0         45       2.447347          180.0
           0         45       2.453062          180.0
           0         45       2.456757          165.0
           0         45       2.459405          195.0
           0         45       2.460372          165.0
           0         45       2.469129          180.0
           0         45       2.501489          165.0
           0         45       2.503227          180.0
           0         45       2.504284          195.0
           0         45       2.508811          165.0
           0         45       2.510086           15.0
           0         45       2.511137          345.0
           0         45       2.512297          180.0
           0         45       2.513360          165.0
           0         45       2.517199          180.0
           0         45       2.518260          195.0
           0         45       2.519290          180.0
           0         45       2.521672          180.0
           0         45       2.524301          180.0
           0         45       2.525352          165.0
           0         45       2.526368          180.0
           0         45       2.528668          180.0
           0         45       2.529739          225.0
           0         45       2.538692          180.0
           0         45       2.540141           15.0
           0         45       2.540973          180.0
           0         45       2.542557          195.0
           0         45       2.553453          180.0
           0         45       2.555434          165.0
           0         45       2.557436          150.0
           0         45       2.563453          180.0
           0         45       2.569371          180.0
           0         45       2.578979          165.0
           0         45       2.585758          180.0
           0         45       2.587450            0.0
           0         45       2.589507          285.0
           0         45       2.593561          210.0
           0         45       2.597442          120.0
           0         45       2.599715          180.0
           0         45       2.606695            0.0
           0         45       2.608144          180.0
           0         45       2.611018          240.0
           0         45       2.613105          180.0
           0         45       2.614282          165.0
           0         45       2.615679          180.0
           0         45       2.621328          165.0
           0         45       2.626215          180.0
           0         45       2.634282          180.0
           0         45       2.643442          180.0
           0         45       2.649179          180.0
           0         45       2.657657          180.0
           0         45       2.676969           60.0
           0         45       2.778414          180.0
           0         45       2.779448          195.0
           0         45       2.783219          180.0
           0         45       2.785625          180.0
           0         45       2.786690          165.0
           0         45       2.787852            0.0
           0         45       2.789622          180.0
           0         45       2.792450          180.0
           0         45       2.793571          165.0
           0         45       2.797934          180.0
           0         45       2.798959          165.0
           0         45       2.807747            0.0
           0         45       2.809156          180.0
           0         45       2.812019          180.0
           0         45       2.813217          345.0
           0         45       2.815035          180.0
           0         45       2.819971          165.0
           0         45       2.821133          180.0
           0         45       2.822221          165.0
           0         45       2.824872          195.0
           0         45       2.826395          180.0
           0         45       2.827631          195.0
           0         45       2.832188          180.0
           0         45       2.833332          165.0
           0         45       2.834793          180.0
           0         45       2.836012          195.0
           0         45       2.837094          180.0
           0         45       2.838602          195.0
           0         45       2.845797          180.0
           0         45       2.847461           15.0
           0         45       2.850899          270.0
           0         45       2.866344          210.0
           0         45       2.875297          180.0
           0         45       2.875297          270.0
           0         45       2.876422           60.0
           0         45       2.881293          165.0
           0         45       2.882430          195.0
           0         45       2.914926          180.0
           0         45       2.922562          180.0
           0         45       2.925272          165.0
           0         45       2.931577           15.0
           0         45       2.938481          180.0
           0         45       2.939750          195.0
           0         45       2.941766          300.0
           0         45       2.946885          195.0
           0         45       2.948097          180.0
           0         45       2.955210          195.0
           0         45       2.963297            0.0
           0         45       2.966718           45.0
           0         45       2.975129          210.0
           0         45       2.976229           60.0
           0         45       2.978881          165.0
           5         50       0.000211            0.0
           5         50       0.002079          180.0
           5         50       0.008948          165.0
           5         50       0.010508          210.0
           5         50       0.019118          180.0
           5         50       0.038614          210.0
           5         50       0.152512          180.0
           5         50       0.162371          180.0
           5         50       0.179625           90.0
           5         50       0.181477            0.0
           5         50       0.240878          165.0
           5         50       0.241992          180.0
           5         50       0.243190          135.0
           5         50       0.244332          210.0
           5         50       0.250126          180.0
           5         50       0.252424          195.0
           5         50       0.259415          165.0
           5         50       0.260540          195.0
           5         50       0.260540          210.0
           5         50       0.261711          180.0
           5         50       0.263977          225.0
           5         50       0.263977          240.0
           5         50       0.275749           75.0
           5         50       0.405746          180.0
           5         50       0.407965          180.0
           5         50       0.417735          180.0
           5         50       0.477461          180.0
           5         50       0.490581          165.0
           5         50       0.499234          180.0
           5         50       0.501198          195.0
           5         50       0.504781          180.0
           5         50       0.506969          150.0
           5         50       0.509590          180.0
           5         50       0.511510          195.0
           5         50       0.512601          180.0
           5         50       0.519868          180.0
           5         50       0.521483          195.0
           5         50       0.529200          180.0
           5         50       0.533977          165.0
           5         50       0.538828          180.0
           5         50       0.541827          165.0
           5         50       0.550405          165.0
           5         50       0.556079          180.0
           5         50       0.557461          195.0
           5         50       0.559700          180.0
           5         50       0.564829          165.0
           5         50       0.564829          180.0
           5         50       0.573043          180.0
           5         50       0.574082          195.0
           5         50       0.575484          180.0
           5         50       0.580833          180.0
           5         50       0.582157          165.0
           5         50       0.582157          195.0
           5         50       0.589106          180.0
           5         50       0.590282            0.0
           5         50       0.594495          165.0
           5         50       0.597032          180.0
           5         50       0.604938          180.0
           5         50       0.606358          165.0
           5         50       0.687758          180.0
           5         50       0.688829          165.0
           5         50       0.693640          180.0
           5         50       0.695014          195.0
           5         50       0.696047          180.0
           5         50       0.697352            0.0
           5         50       0.701329          180.0
           5         50       0.702711          195.0
           5         50       0.703738          180.0
           5         50       0.705155          195.0
           5         50       0.709344          180.0
           5         50       0.710725          210.0
           5         50       0.712149          165.0
           5         50       0.713122          180.0
           5         50       0.714464          165.0
           5         50       0.717887          180.0
           5         50       0.720475           15.0
           5         50       0.725989          180.0
           5         50       0.727376          195.0
           5         50       0.727376          210.0
           5         50       0.728823          165.0
           5         50       0.732528          180.0
           5         50       0.735914          180.0
           5         50       0.736981          165.0
           5         50       0.740557          195.0
           5         50       0.743570          180.0
           5         50       0.744600          195.0
           5         50       0.747145          135.0
           5         50       0.752799          210.0
           5         50       0.754230          180.0
           5         50       0.756721          165.0
           5         50       0.765133          210.0
           5         50       0.767086          180.0
           5         50       0.776793            0.0
           5         50       0.785191          180.0
           5         50       1.489383          180.0
           5         50       1.490713          165.0
           5         50       1.497825          180.0
           5         50       1.505047          180.0
           5         50       1.506161          195.0
           5         50       1.513125          180.0
           5         50       1.514730            0.0
           5         50       1.523602          180.0
           5         50       1.524948          165.0
           5         50       1.526601          180.0
           5         50       1.596629            0.0
           5         50       1.612626           15.0
           5         50       1.613804          180.0
           5         50       1.623559          180.0
           5         50       1.624622          165.0
           5         50       1.634164          180.0
           5         50       1.635703          195.0
           5         50       1.637125          180.0
           5         50       1.643336          210.0
           5         50       1.646281          180.0
           5         50       1.655309            0.0
           5         50       1.656488          180.0
           5         50       1.658459          165.0
           5         50       1.665586          180.0
           5         50       1.666979          165.0
           5         50       1.670312          180.0
           5         50       1.675918          180.0
           5         50       1.677328          165.0
           5         50       1.678420          195.0
           5         50       1.682084           60.0
           5         50       1.704135           15.0
           5         50       1.717653          180.0
           5         50       1.725012          180.0
           5         50       1.729260          300.0
           5         50       1.754391          285.0
           5         50       1.757989          180.0
           5         50       1.759268          165.0
           5         50       1.767938          180.0
           5         50       1.775004          180.0
           5         50       1.777895          180.0
           5         50       1.779961          180.0
           5         50       1.787992          180.0
           5         50       1.789520          150.0
           5         50       1.795876          180.0
           5         50       1.799704          180.0
           5         50       1.801001          165.0
           5         50       1.808222          180.0
           5         50       1.809416          150.0
           5         50       1.814594          180.0
           5         50       1.817047          195.0
           5         50       1.818551          180.0
           5         50       1.825942           45.0
           5         50       1.825942           60.0
           5         50       1.827223           30.0
           5         50       1.831198          195.0
           5         50       1.832473          180.0
           5         50       1.833922          120.0
           5         50       1.836394          180.0
           5         50       1.839848          180.0
           5         50       1.841840          195.0
           5         50       1.844024          165.0
           5         50       1.845379          180.0
           5         50       1.846737          105.0
           5         50       1.850153          180.0
           5         50       1.860687          180.0
           5         50       1.871226          180.0
           5         50       1.872702          195.0
           5         50       1.881769          180.0
           5         50       1.883024          195.0
           5         50       1.884531          180.0
           5         50       1.892379          180.0
           5         50       1.893535            0.0
           5         50       1.895187          180.0
           5         50       1.902954            0.0
           5         50       1.904097          180.0
           5         50       1.906954          180.0
           5         50       1.913508          180.0
           5         50       1.914840          165.0
           5         50       1.918147          195.0
           5         50       1.924215          180.0
           5         50       1.925563          165.0
           5         50       1.926563          180.0
           5         50       1.930290           90.0
           5         50       1.930290          105.0
           5         50       1.935258          180.0
           5         50       1.936301          165.0
           5         50       1.937297          180.0
           5         50       1.944073          105.0
           5         50       1.945719          180.0
           5         50       1.947069          165.0
           5         50       1.948101          180.0
           5         50       1.949186          165.0
           5         50       1.950215          180.0
           5         50       1.957524          180.0
           5         50       1.978117          180.0
           5         50       1.979198          165.0
           5         50       1.981805          150.0
           5         50       1.988750          180.0
           5         50       1.990163          165.0
           5         50       1.992774          180.0
           5         50       1.999290          180.0
           5         50       2.000757          135.0
           5         50       2.003387          195.0
           5         50       2.006422            0.0
           5         50       2.010390          180.0
           5         50       2.012918          180.0
           5         50       2.020977          180.0
           5         50       2.025422          180.0
           5         50       2.027006          165.0
           5         50       2.032348          180.0
           5         50       2.033452          165.0
           5         50       2.037523            0.0
           5         50       2.043441          180.0
           5         50       2.044534          165.0
           5         50       2.054497          180.0
           5         50       2.055581          165.0
           5         50       2.060907          195.0
           5         50       2.060907          210.0
           5         50       2.060907          225.0
           5         50       2.066914          180.0
           5         50       2.070647          165.0
           5         50       2.071640           90.0
           5         50       2.078429          180.0
           5         50       2.088297          180.0
           5         50       2.095753          195.0
           5         50       2.121498          240.0
           5         50       2.221934          180.0
           5         50       2.233250          180.0
           5         50       2.244747          180.0
           5         50       2.255922          180.0
           5         50       2.278626          180.0
           5         50       2.280014          165.0
           5         50       2.291293          180.0
           5         50       2.300601          180.0
           5         50       2.302078          165.0
           5         50       2.309735          135.0
           5         50       2.311898          180.0
           5         50       2.335828          180.0
           5         50       2.338176          180.0
           5         50       2.340766          180.0
           5         50       2.341792          195.0
           5         50       2.343102            0.0
           5         50       2.344250          180.0
           5         50       2.350955          210.0
           5         50       2.352012          180.0
           5         50       2.353067          165.0
           5         50       2.354261          315.0
           5         50       2.358613          180.0
           5         50       2.359895          165.0
           5         50       2.370368            0.0
           5         50       2.372504          180.0
           5         50       2.374068          120.0
           5         50       2.382273          180.0
           5         50       2.383543          165.0
           5         50       2.390129           60.0
           5         50       2.394351          180.0
           5         50       2.405743          180.0
           5         50       2.413848          180.0
           5         50       2.417977          180.0
           5         50       2.419172           15.0
           5         50       2.429953          180.0
           5         50       2.433838          195.0
           5         50       2.441899          165.0
           5         50       2.443168          180.0
           5         50       2.453893          195.0
           5         50       2.466613          180.0
           5         50       2.486994           60.0
          10         55       0.007047          180.0
          10         55       0.016981          180.0
          10         55       0.018090          165.0
          10         55       0.027031          180.0
          10         55       0.028133          165.0
          10         55       0.038241          165.0
          10         55       0.039551          180.0
          10         55       0.040663          165.0
          10         55       0.044543           90.0
          10         55       0.051610          150.0
          10         55       0.053202          105.0
          10         55       0.054397           75.0
          10         55       0.055543           60.0
          10         55       0.059551          180.0
          10         55       0.067989          165.0
          10         55       0.070053          165.0
          10         55       0.078062          180.0
          10         55       0.089042          165.0
          10         55       0.091875          180.0
          10         55       0.097502           15.0
          10         55       0.099915          180.0
          10         55       0.102183          180.0
          10         55       0.104503          165.0
          10         55       0.109376           90.0
          10         55       0.111586          180.0
          10         55       0.122461          180.0
          10         55       0.150997            0.0
          10         55       0.150997           15.0
          10         55       0.150997           75.0
          10         55       0.337805          180.0
          10         55       0.344902          180.0
          10         55       0.346438          165.0
          10         55       0.348237          285.0
          10         55       0.355823          165.0
          10         55       0.357358          150.0
          10         55       0.359155          195.0
          10         55       0.367016          165.0
          10         55       0.367016          180.0
          10         55       0.372729          165.0
          10         55       0.378453          180.0
          10         55       0.381797          165.0
          10         55       0.386042          315.0
          10         55       0.390094          180.0
          10         55       0.426157          180.0
          10         55       0.428316          180.0
          10         55       0.437719          180.0
          10         55       0.449532          180.0
          10         55       0.461614          165.0
          10         55       0.466108          210.0
          10         55       0.906721          165.0
          10         55       0.908876            0.0
          10         55       0.923366           75.0
          10         55       0.935174          165.0
          10         55       0.942418          165.0
          10         55       0.945125          180.0
          10         55       0.952352          180.0
          10         55       0.955077          165.0
          10         55       0.962250           90.0
          10         55       0.964972          180.0
          10         55       0.974891          180.0
          10         55       0.982782          180.0
          10         55       0.984739          165.0
          10         55       0.985739          180.0
          10         55       0.986870          165.0
          10         55       0.990370          165.0
          10         55       0.996071          180.0
          10         55       0.997176          150.0
          10         55       0.998231          180.0
          10         55       0.999270          165.0
          10         55       1.000350          150.0
          10         55       1.002842          105.0
          10         55       1.004637          180.0
          10         55       1.005694          165.0
          10         55       1.006711          180.0
          10         55       1.008346          165.0
          10         55       1.009359          180.0
          10         55       1.012534           75.0
          10         55       1.014237          165.0
          10         55       1.015254          180.0
          10         55       1.020437          180.0
          10         55       1.022245           45.0
          10         55       1.023883          180.0
          10         55       1.039463          240.0
          10         55       1.041014           75.0
          10         55       1.043157          180.0
          10         55       1.047504          180.0
          10         55       1.054071          180.0
          10         55       1.055729          165.0
          10         55       1.057432          195.0
          10         55       1.061907          180.0
          10         55       1.063573          195.0
          10         55       1.069226          180.0
          10         55       1.081176          180.0
          10         55       1.082417          165.0
          10         55       1.084484          180.0
          10         55       1.090512          180.0
          10         55       1.091977          165.0
          10         55       1.093418          180.0
          10         55       1.100054          180.0
          10         55       1.101516          195.0
          10         55       1.109590          180.0
          10         55       1.110957            0.0
          10         55       1.112385          150.0
          10         55       1.119077          165.0
          10         55       1.120336          180.0
          10         55       1.128492          180.0
          10         55       1.130882          135.0
          10         55       1.137872          180.0
          10         55       1.143293          195.0
          10         55       1.154808          180.0
          10         55       1.159770           15.0
          10         55       1.160801            0.0
          10         55       1.162882           15.0
          10         55       1.165985          180.0
          10         55       1.169668          180.0
          10         55       1.171047          165.0
          10         55       1.175344          165.0
          10         55       1.175344          180.0
          10         55       1.177233          195.0
          10         55       1.179250            0.0
          10         55       1.180288           15.0
          10         55       1.184739          150.0
          10         55       1.189426            0.0
          10         55       1.194182          165.0
          10         55       1.195907           15.0
          10         55       1.198836            0.0
          10         55       1.208432          195.0
          10         55       1.213522          165.0
          10         55       1.217129          150.0
          10         55       1.222965          180.0
          10         55       1.224116          165.0
          10         55       1.241528          180.0
          10         55       1.253456          195.0
          10         55       1.264410          180.0
          10         55       1.317653           45.0
          10         55       1.317653           60.0
          10         55       1.333501          105.0
          10         55       1.353119          150.0
          10         55       1.361028          105.0
          10         55       1.365394            0.0
          10         55       1.384719          120.0
          10         55       1.391027          180.0
          10         55       1.396623          300.0
          10         55       1.397702          195.0
          10         55       1.399926          180.0
          10         55       1.401094            0.0
          10         55       1.405572          150.0
          10         55       1.409024           15.0
          10         55       1.412101          180.0
          10         55       1.413217          165.0
          10         55       1.415674          150.0
          10         55       1.416805          210.0
          10         55       1.416805          225.0
          10         55       1.418997          285.0
          10         55       1.420856          165.0
          10         55       1.425632           15.0
          10         55       1.429553          165.0
          10         55       1.431980          180.0
          10         55       1.433301          195.0
          10         55       1.433301          255.0
          10         55       1.433301          270.0
          10         55       1.435879          180.0
          10         55       1.437608          165.0
          10         55       1.438777          180.0
          10         55       1.443387            0.0
          10         55       1.444582          180.0
          10         55       1.446301          195.0
          10         55       1.447446          180.0
          10         55       1.448636          225.0
          10         55       1.453344          180.0
          10         55       1.455063          165.0
          10         55       1.459912          120.0
          10         55       1.462247          180.0
          10         55       1.468696          165.0
          10         55       1.468696          180.0
          10         55       1.469963          150.0
          10         55       1.471057           45.0
          10         55       1.477672          180.0
          10         55       1.478739          165.0
          10         55       1.496510          165.0
          10         55       1.499672          180.0
          10         55       1.507414          180.0
          10         55       1.508518          195.0
          10         55       1.510098          165.0
          10         55       1.515926          180.0
          10         55       1.518547            0.0
          10         55       1.519813          210.0
          10         55       1.521328            0.0
          10         55       1.523676          165.0
          10         55       1.524965          180.0
          10         55       1.526378          165.0
          10         55       1.528344          180.0
          10         55       1.530206          165.0
          10         55       1.535622            0.0
          10         55       1.539465          180.0
          10         55       1.542687          180.0
          10         55       1.546995          165.0
          10         55       1.548547          180.0
          10         55       1.550898          180.0
          10         55       1.552836          165.0
          10         55       1.565211          180.0
          10         55       1.568199          180.0
          10         55       1.570246          165.0
          10         55       1.599418          180.0
          10         55       2.733922          180.0
          10         55       2.737833          180.0
          10         55       2.739010          165.0
          10         55       2.746239          165.0
          10         55       2.749399          165.0
          10         55       2.752163          165.0
          10         55       2.756012          180.0
          10         55       2.757534          165.0
          10         55       2.764730          180.0
          10         55       2.771476          180.0
          10         55       2.783571          165.0
          10         55       2.786126          180.0
          10         55       2.787257          165.0
          10         55       2.791047          180.0
          10         55       2.795901          150.0
          10         55       2.797469          180.0
          10         55       2.801180          180.0
          10         55       2.803875          180.0
          10         55       2.804977          150.0
          10         55       2.807626           15.0
          10         55       2.812485          345.0
          10         55       2.815161            0.0
          10         55       2.816194           15.0
          10         55       2.818854           30.0
          10         55       2.819926           90.0
          10         55       2.821153          180.0
          10         55       2.823731           60.0
          10         55       2.827743          210.0
          10         55       2.828867          180.0
          10         55       2.831424          165.0
          10         55       2.833914           90.0
          10         55       2.835251          195.0
          10         55       2.912074          180.0
          10         55       2.915445          180.0
          10         55       2.930286          180.0
          10         55       2.978168          180.0
          10         55       2.979840          165.0
          10         55       2.983776          150.0
          10         55       2.986633          180.0
          10         55       2.987737          165.0
          10         55       2.990731          180.0
          10         55       2.995726          180.0
          15         60       0.497260          165.0
          15         60       0.512040          165.0
          15         60       0.517309          165.0
          15         60       0.519265          180.0
          15         60       0.520618          165.0
          15         60       0.524590          165.0
          15         60       0.527850          165.0
          15         60       0.529204          180.0
          15         60       0.530293          165.0
          15         60       0.536432          165.0
          15         60       0.537811          150.0
          15         60       0.540469          180.0
          15         60       0.542801          165.0
          15         60       0.546360          150.0
          15         60       0.553868          180.0
          15         60       0.554973          165.0
          15         60       0.556145          120.0
          15         60       0.562247          180.0
          15         60       0.563631          165.0
          15         60       0.564805          120.0
          15         60       0.568709           30.0
          15         60       0.568709           60.0
          15         60       0.571045          165.0
          15         60       0.709385          165.0
          15         60       0.714172          180.0
          15         60       0.719167          165.0
          15         60       0.720926          180.0
          15         60       0.722168          165.0
          15         60       0.729467          165.0
          15         60       0.732078          180.0
