LIF SNN Neuron Firing Log — Foci
Parameters: tau_leaky=40us, v_thresh=0.8V
LIF Resolution: 15° per neuron
Date: 2026-03-30 05:02:22
======================================================================
  True Angle  Servo Pos  Fire Time (s)   Neuron Angle
           5         50       1.666979          165.0
           5         50       1.670361          150.0
           5         50       1.675918          180.0
           5         50       1.677328          165.0
           5         50       1.682084           60.0
           5         50       1.704135           15.0
           5         50       1.725012          180.0
           5         50       1.729377           60.0
           5         50       1.754391          285.0
           5         50       1.757989          180.0
           5         50       1.759268          165.0
           5         50       1.767938          180.0
           5         50       1.777895          180.0
           5         50       1.779961          180.0
           5         50       1.799723          180.0
           5         50       1.808222          180.0
           5         50       1.809416          150.0
           5         50       1.814624          165.0
           5         50       1.818551          180.0
           5         50       1.825942           45.0
           5         50       1.831198          195.0
           5         50       1.832473          180.0
           5         50       1.836394          180.0
           5         50       1.839848          180.0
           5         50       1.844024          165.0
           5         50       1.845379          180.0
           5         50       1.850153          180.0
           5         50       1.860687          180.0
           5         50       1.871226          180.0
           5         50       1.881769          180.0
           5         50       1.884531          180.0
           5         50       1.892379          180.0
           5         50       1.893551           15.0
           5         50       1.895192          180.0
           5         50       1.895192          195.0
           5         50       1.903094          180.0
           5         50       1.906954          180.0
           5         50       1.913508          180.0
           5         50       1.914848          165.0
           5         50       1.924215          180.0
           5         50       1.925563          165.0
           5         50       1.930290          105.0
           5         50       1.935297          165.0
           5         50       1.936266          180.0
           5         50       1.945719          180.0
           5         50       1.947069          165.0
           5         50       1.948101          180.0
           5         50       1.950211          165.0
           5         50       1.957545          165.0
           5         50       1.978117          180.0
           5         50       1.979198          165.0
           5         50       1.988750          180.0
           5         50       1.990163          165.0
           5         50       1.992774          180.0
           5         50       1.999290          180.0
           5         50       2.003387          195.0
           5         50       2.010390          180.0
           5         50       2.012918          180.0
           5         50       2.020977          180.0
           5         50       2.025422          180.0
           5         50       2.027006          165.0
           5         50       2.032348          180.0
           5         50       2.033452          165.0
           5         50       2.043441          180.0
           5         50       2.044534          165.0
           5         50       2.054497          180.0
           5         50       2.055590          165.0
           5         50       2.066915          180.0
           5         50       2.078429          180.0
           5         50       2.088297          180.0
           5         50       2.221934          180.0
           5         50       2.233268          165.0
           5         50       2.244747          180.0
           5         50       2.255940          165.0
           5         50       2.278626          180.0
           5         50       2.291293          180.0
           5         50       2.300601          180.0
           5         50       2.309735          135.0
           5         50       2.311898          180.0
           5         50       2.335840          180.0
           5         50       2.338211          165.0
           5         50       2.341778          180.0
           5         50       2.344250          180.0
           5         50       2.353035          180.0
           5         50       2.354261          315.0
           5         50       2.358613          180.0
           5         50       2.359895          165.0
           5         50       2.370504          180.0
           5         50       2.382273          180.0
           5         50       2.383543          165.0
           5         50       2.390129           60.0
           5         50       2.394351          180.0
           5         50       2.405743          180.0
           5         50       2.413852          195.0
           5         50       2.417977          180.0
           5         50       2.429953          180.0
          10         55       0.007047          180.0
          10         55       0.016981          180.0
          10         55       0.018090          165.0
          10         55       0.027031          180.0
          10         55       0.028133          165.0
          10         55       0.038241          165.0
          10         55       0.039551          180.0
          10         55       0.053202          105.0
          10         55       0.054400           60.0
          10         55       0.059551          180.0
